#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-06T11:26:00 [V7.5.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-06T11:26:00	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-order=I&-source=B/vsx/vsx&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#RESOURCE=yCat_102027
#Name: B/vsx
#Title: AAVSO International Variable Star Index VSX (Watson+, 2006-)
#INFO	ivoid=ivo://cds.vizier/b/vsx	    IVOID of underlying data collection
#INFO	creator=Watson C.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/B/vsx	    Dataset landing page
#INFO	publication_date=2025-08-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	B_vsx_vsx:
#Name: B/vsx/vsx
#Title: Variable Star indeX, Version 2025-08-24
#Column	OID	(I8)	Internal identifier, can be used to link out to the VSX database (1)	[ucd=meta.id]
#Column	n_OID	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	Name	(a30)	Variable star identifier	[ucd=meta.id;meta.main]
#Column	V	(I1)	Variability flag (2) (VarFlag)	[ucd=meta.note]
#Column	Type	(a30)	? Variability type, ariability type, as in GCVS catalog Variability type (see details of VSX type list)	[ucd=meta.id]
#Column	l_max	(A1)	? Limit flag on max (LimitFlagOnMax)	[ucd=meta.code.error]
#Column	max	(F7.3)	[-6.0/25.2]? Magnitude at maximum, or amplitude (MagMax)	[ucd=phot.mag]
#Column	u_max	(A1)	? Uncertainty flag on max (MaxUncertaintyFlag)	[ucd=meta.code.error]
#Column	n_max	(a7)	? Passband on max magnitude (4) (MaxPassband)	[ucd=meta.note]
#Column	f_min	(A1)	? Flag to indicate an amplitude (MinIsAmplitude)	[ucd=meta.code]
#Column	l_min	(A1)	? Limit flag on min (LimitFlagOnMin)	[ucd=meta.code.error]
#Column	min	(F7.3)	[-0.02/28.0]? Magnitude at minimum, or amplitude (MagMin)	[ucd=phot.mag]
#Column	u_min	(A1)	? Uncertainty flag on min (MinUncertaintyFlag)	[ucd=meta.code.error]
#Column	n_min	(a8)	? Passband on min magnitude (MinPassband)	[ucd=meta.note]
#Column	Epoch	(F14.5)	? Epoch of maximum or minimum (HJD)	[ucd=time.epoch]
#Column	u_Epoch	(A1)	? Uncertainty flag on epoch (EpochUncertaintyFlag)	[ucd=meta.code.error;time.epoch]
#Column	l_Period	(A1)	? Limit flag on period (3) (LimitFlagOnPeriod)	[ucd=meta.code.error;time.period]
#Column	Period	(F19.12)	[0.0/27400.0]? Period of the variable in days	[ucd=time.period]
#Column	u_Period	(A1)	? Uncertainty flag on Period (3) (PeriodUncertaintyFlag)	[ucd=meta.code.error;time.period]
#Column	Sp	(a29)	? Spectral type (SpectralType)	[ucd=src.spType]
#Column	RAJ2000	(F9.5)	[0.0/360.0] Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-89.93/89.91] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
OID|n_OID|Name|V|Type|l_max|max|u_max|n_max|f_min|l_min|min|u_min|n_min|Epoch|u_Epoch|l_Period|Period|u_Period|Sp|RAJ2000|DEJ2000
  268853|B|IRAS 17452-2317               |0|M                             | | 10.000|:|Ic     | |<| 11.200| |Ic      | 2451795.00000| | |   381.000000000000| |                             |267.06454|-23.29694
 6634222| |Gaia DR3 5957724306609802880  |0|ACV|roAm|roAp|SXARI           | |  9.780| |G      | | |  9.810| |G       |              | | |                   | |B                            |267.06792|-41.31155
  413685|B|ASAS J174817-0143.7           |0|MISC                          | |  8.652| |Ic     |Y| |  0.191| |Ic      | 2452559.60000| | |    66.890000000000| |                             |267.06959|-01.72934
   48312|B|NSV 9688                      |2|                              | |  8.700| |pg     | | |       | |        |              | | |                   | |A0                           |267.07125|-35.53806
  413686|B|ASAS J174818-1618.0           |0|MISC                          | |  8.555| |Ic     |Y| |  0.203| |Ic      | 2452559.10000| | |    64.180000000000| |                             |267.07358|-16.29922
  413687|B|ASAS J174818-0514.1           |0|MISC                          | |  8.378| |Ic     |Y| |  0.404| |Ic      | 2452823.00000| | |   227.500000000000| |                             |267.07465|-05.23531
 6634557| |Gaia DR3 5957782752526968960  |0|ACV|roAm|roAp|SXARI           | |  9.670| |G      | | |  9.690| |G       |              | | |                   | |A                            |267.07696|-40.94702
 9391270| |Gaia DR3 5957181246562896256  |0|DSCT|GDOR|SXPHE               | |  9.010| |G      | | |  9.040| |G       |              | | |                   | |F                            |267.07734|-42.70268
   62312|B|NSV 23877                     |0|M:                            | |  9.300|:|R      | | | 16.600| |R       |              | | |   468.000000000000| |M8                           |267.08046|-30.48310
   32838|B|SV Sco                        |0|M                             | |  8.700| |V      | | | 14.900| |V       | 2452929.00000| | |   255.600000000000| |M3e                          |267.08333|-35.70131
  274197|B|ASAS J174822-3558.9           |0|VAR                           | |  7.798| |Ic     |Y| |  0.073| |Ic      |              | | |                   | |G5/6V                        |267.09354|-35.97967
    2821|B|RZ Ara                        |0|M                             | |  9.300| |V      | |<| 15.200| |V       | 2454639.00000| | |   300.000000000000| |M1e-M3e                      |267.09625|-52.65094
 6635370| |Gaia DR3 1345709431041087104  |0|ROT                           | |  9.610| |G      | | |  9.650| |G       |              | | |                   | |G                            |267.09778|+42.24016
   33523|B|V0707 Sco                     |0|NA                            | |  9.900| |pg     | |<| 15.000| |pg      | 2423253.00000| | |                   | |pec(NOVA)                    |267.10546|-36.61028
  107563|B|ASAS J174826-7234.3           |0|MISC|SR                       | |  9.140| |V      |Y| |  0.110| |V       | 2451922.00000| | |    23.838131000000| |                             |267.10737|-72.57203
  415555|B|ASAS J174827-5543.5           |0|SR                            | |  9.058| |Ic     |Y| |  0.444| |Ic      | 2452855.20000| | |   653.000000000000| |                             |267.11419|-55.72564
   31594|B|V3894 Sgr                     |0|EB/D                          | |  6.210| |V      | | |  6.390| |V       | 2444569.77500| | |     2.618620000000| |B3IVe                        |267.11600|-26.97494
  413689|B|ASAS J174830-1519.1           |0|MISC                          | |  9.091| |Ic     |Y| |  0.164| |Ic      | 2452578.10000| | |    75.610000000000| |                             |267.12645|-15.31849
  107570|B|ASAS J174832+2521.2           |0|MISC                          | |  9.221| |V      |Y| |  0.615| |V       |              | | |    49.231044000000| |                             |267.13400|+25.35186
  297939|B|[KY2009] 111                  |0|VAR                           | |  8.730| |J      |Y|>|  0.630| |J       |              | | |                   | |                             |267.13708|-21.29889
 6636918| |Gaia DR3 5947522831506251904  |0|DSCT|GDOR|SXPHE               | |  9.680| |G      | | |  9.720| |G       |              | | |     0.018299000000| |F                            |267.13832|-48.86738
  271970|B|TYC 8742-2065-1               |0|TTS/ROT                       | |  8.945| |V      |Y| |  0.035| |V       |              | | |     1.614000000000| |K0IV                         |267.14042|-53.11194
  416447|B|ASAS J174834+2107.8           |0|SR                            | |  8.390| |Ic     |Y| |  0.034| |Ic      | 2452428.60000| | |    25.826000000000| |                             |267.14340|+21.12998
   62317|B|NSV 23882                     |0|GCAS                          | |  9.110| |V      | | |  9.820| |V       |              | | |                   | |B0.5Vpe                      |267.14804|-29.95800
  274202|B|ASAS J174835-3452.8           |0|VAR                           | |  8.145| |Ic     |Y| |  0.053| |Ic      |              | | |                   | |                             |267.14813|-34.87967
  413690|B|ASAS J174836-3617.9           |0|M                             | |  9.889| |Ic     |Y| |  2.564| |Ic      | 2453374.50000| | |   373.000000000000| |                             |267.14815|-36.29958
  415556|B|ASAS J174836-4622.1           |0|SR                            | |  8.750| |Ic     |Y| |  0.141| |Ic      | 2452511.20000| | |    30.100000000000| |                             |267.15300|-46.36868
   33538|B|V0722 Sco                     |0|NA                            | |  9.400| |V      | |<| 13.000| |V       | 2434075.00000| | |                   | |                             |267.15417|-34.96583
   33316|B|V0500 Sco                     |0|DCEP                          | |  8.400| |V      | | |  9.130| |V       | 2444400.89000| | |     9.316863000000| |K0                           |267.15625|-30.47597
   31588|B|V3888 Sgr                     |0|NA                            | |  7.500|:|V      | |<| 20.000| |V       | 2442327.00000| | |                   | |pec(NOVA)                    |267.16879|-18.76017
 6638306| |Gaia DR3 1367432722789056128  |0|L                             | |  8.420| |G      | | |  8.560| |G       |              | | |                   | |M                            |267.17799|+50.19852
  274209|B|ASAS J174843-3530.1           |0|VAR                           | |  9.075| |Ic     |Y| |  0.082| |Ic      |              | | |                   | |                             |267.17917|-35.50167
   22813|B|V2327 Oph                     |0|ELL:                          | |  7.510| |V      | | |  7.540| |V       |              | | |                   | |B7V(n)                       |267.18075|+05.70125
  413692|B|ASAS J174843-3856.0           |0|MISC                          | |  8.492| |Ic     |Y| |  0.564| |Ic      | 2453979.10000| | |   246.000000000000| |                             |267.18082|-38.93327
   62320|B|NSV 23885                     |1|                              | |  9.300|:|R      | |<| 18.000| |R       |              | | |                   | |                             |267.18458|-29.97694
  274211|B|ASAS J174844-3456.9           |2|CST                           | |  8.880| |V      | | |       | |        |              | | |                   | |A2IV                         |267.18588|-34.94811
 6638804| |Gaia DR3 5958148473199190144  |0|L                             | |  8.600| |G      | | |  8.740| |G       |              | | |                   | |M                            |267.19240|-39.75601
   21047|B|V0561 Oph                     |0|LB                            | |  9.770| |V      |Y| |  0.420| |V       | 2452320.60000| | |    59.646582000000| |M6                           |267.19479|+03.58853
   15148|B|V0337 Her                     |0|SRB                           | |  9.500| |pg     | | | 10.200| |pg      |              | | |   280.000000000000|:|M8                           |267.19671|+45.69983
   33209|B|V0393 Sco                     |0|DPV/EA                        | |  7.390| |V      | | |  8.310| |V       | 2452507.78000| | |     7.712590000000| |B3III                        |267.19833|-35.05711
 2212750| |MNIC V140                     |0|HB|R                          | |  6.140| |V      |Y| |  0.001| |TESS    | 2459023.18000| | |     1.590300000000| |A1V                          |267.19946|+19.25500
  413693|B|ASAS J174848-2412.2           |0|MISC                          | |  9.504| |Ic     |Y| |  0.605| |Ic      | 2453552.10000| | |   412.000000000000| |                             |267.20045|-24.20271
   62375|B|NSV 23940                     |1|                              | |  5.120| |V      |Y| |  0.040| |V       |              | | |                   | |K2III                        |267.20500|+25.62278
  274215|B|ASAS J174849-3523.5           |0|L                             | |  8.600| |Ic     | | |  8.750| |Ic      |              | | |                   | |                             |267.20529|-35.39031
 9368802| |Gaia DR3 4068559542529547904  |0|ROT                           | |  9.160| |G      | | |  9.180| |G       |              | | |                   | |G                            |267.20591|-23.62715
  274214|B|ASAS J174849-3442.8           |0|VAR                           | |  9.770| |Ic     |Y| |  0.379| |Ic      |              | | |                   | |                             |267.20612|-34.71292
  417193|B|ASAS J174851-4321.7           |0|SR|EC|ESD|ED                  | |  8.656| |Ic     |Y| |  0.117| |Ic      | 2452470.40000| | |    28.080000000000| |                             |267.21371|-43.36062
  621617|B|HD 161774                     |0|LERI                          | |  8.640| |V      | | |  8.720| |V       |              | | |     0.410651000000| |B5/8Vnne                     |267.21394|-33.86251
 9235400| |Gaia DR3 4041557289266773504  |0|DSCT|GDOR|SXPHE               | |  9.270| |G      | | |  9.350| |G       |              | | |     0.046689400000| |F                            |267.22198|-34.30319
   24738|B|RZ Pav                        |0|M                             | |  8.500| |V      | |<| 15.000| |V       | 2426460.00000| | |   288.500000000000| |Me                           |267.22279|-58.74536
  274219|B|ASAS J174855-3440.3           |0|VAR                           | |  9.615| |Ic     |Y| |  0.232| |Ic      |              | | |                   | |                             |267.23117|-34.67253
   28974|B|V1274 Sgr                     |0|NB                            | |  9.500| |pg     | |<| 13.000| |pg      | 2434978.00000| | |                   | |pec(NOVA)                    |267.23138|-17.86683
  107614|B|ASAS J174859-2653.4           |0|EC                            | |  9.470| |V      |Y| |  0.280| |V       | 2451946.00000| | |     5.990188000000| |em                           |267.24354|-26.89039
  413694|B|ASAS J174900-3717.7           |0|MISC                          | |  8.622| |Ic     |Y| |  0.105| |Ic      | 2453508.80000| | |   373.000000000000| |A0V                          |267.24947|-37.29524
  225593|B|HD 161633                     |0|BCEP                          | |  9.940| |V      |Y| |  0.026| |V       |              | | |     0.163828000000| |B1Iab/b                      |267.25005|-46.94074
 9234945| |Gaia DR3 4041525742629046016  |0|ACV|roAm|roAp|SXARI           | |  9.650| |G      | | |  9.680| |G       |              | | |                   | |B                            |267.25095|-34.83448
 6640957| |Gaia DR3 4147921604582365184  |0|ROT                           | |  8.760| |G      | | |  8.790| |G       |              | | |                   | |G                            |267.25463|-16.24998
  274228|B|ASAS J174901-3555.3           |0|LPV                           | |  9.820| |Ic     |Y| |  0.233| |Ic      |              | | |   349.000000000000| |                             |267.25538|-35.92361
 6641037| |Gaia DR3 5957812194439830016  |0|ACV|roAm|roAp|SXARI           | |  9.010| |G      | | |  9.040| |G       |              | | |                   | |A                            |267.25675|-40.73653
